,Candidate Ref,DOJ Extended,Duration to accept offer,Notice period,Offered band,Pecent hike expected in CTC,Percent hike offered in CTC,Percent difference CTC,Joining Bonus,Candidate relocate actual,Gender,Candidate Source,Rex in Yrs,LOB,Location,Age,Status
527,2118016,Yes,21.189619305179946,30,E2,60.0,44.0,-10.0,No,No,Male,Employee Referral,6,INFRA,Noida,31,Joined
528,2118024,No,38.0,60,E1,33.33,24.44,-6.67,No,No,Male,Employee Referral,4,ERS,Noida,29,Joined
529,2118139,Yes,10.0,60,E1,14.04,14.04,0.0,No,No,Male,Direct,3,ETS,Noida,30,Joined
530,2118140,No,21.189619305179946,30,E2,40.0,22.0,-12.86,No,No,Male,Employee Referral,5,INFRA,Noida,36,Not Joined
531,2118193,Yes,1.0,0,E2,30.52,30.52,0.0,No,No,Male,Employee Referral,3,INFRA,Noida,26,Not Joined
532,2118300,Yes,13.0,30,E1,23.08,23.08,0.0,No,No,Male,Direct,4,Healthcare,Noida,28,Joined
536,2118630,No,0.0,30,E1,47.42,47.42,0.0,No,Yes,Male,Direct,2,INFRA,Noida,24,Joined
538,2118805,No,0.0,30,E1,9.76,9.76,0.0,No,No,Male,Direct,3,CSMP,Noida,26,Joined
539,2118878,Yes,1.0,60,E1,44.44,27.78,-11.54,No,No,Male,Direct,5,ERS,Noida,33,Joined
540,2119296,No,16.0,30,E2,33.33,33.33,0.0,No,No,Male,Employee Referral,3,INFRA,Hyderabad,29,Joined
541,2119360,No,1.0,90,E2,30.55,30.55,0.0,No,No,Male,Employee Referral,7,INFRA,Chennai,32,Joined
542,2119541,Yes,2.0,0,E2,56.86,37.25,-12.5,No,No,Female,Employee Referral,3,INFRA,Noida,27,Joined
543,2119569,No,21.189619305179946,0,E2,10.0,2.88,-6.47,No,No,Male,Employee Referral,10,INFRA,Bangalore,40,Not Joined
544,2119655,No,1.0,90,E2,34.91,9.09,-19.14,No,No,Male,Direct,3,INFRA,Noida,27,Joined
545,2119874,No,2.0,0,E1,66.67,50.0,-10.0,No,No,Male,Employee Referral,4,BFSI,Bangalore,29,Joined
546,2119999,Yes,0.0,45,E1,41.83766269635767,37.77201584732044,-2.0789156941299427,No,No,Male,Direct,2,INFRA,Mumbai,27,Not Joined
547,2120133,No,32.0,45,E3,32.12,32.12,0.0,No,No,Male,Direct,6,INFRA,Noida,27,Not Joined
549,2120258,No,3.0,60,E2,31.94,41.67,7.37,No,No,Male,Direct,4,INFRA,Noida,32,Joined
550,2120572,No,11.0,30,E1,59.66,42.86,-10.53,No,No,Male,Direct,5,ETS,Noida,28,Joined
552,2120803,No,21.189619305179946,60,E3,15.7,15.7,0.0,No,No,Male,Direct,10,INFRA,Noida,34,Not Joined
557,2121031,Yes,6.0,30,E1,50.0,40.0,-6.67,No,No,Male,Direct,4,CSMP,Chennai,27,Joined
558,2121080,No,21.189619305179946,75,E1,34.92,22.22,-9.41,No,No,Female,Employee Referral,5,BFSI,Bangalore,30,Not Joined
559,2121112,No,3.0,30,E3,0.0,-6.45,-6.45,No,No,Male,Direct,8,INFRA,Bangalore,42,Joined
560,2121207,No,1.0,30,E2,42.86,42.86,0.0,No,No,Male,Direct,4,INFRA,Noida,31,Joined
562,2122391,No,1.0,60,E2,38.46,38.46,0.0,No,No,Female,Employee Referral,6,Healthcare,Noida,35,Joined
564,2122706,No,0.0,90,E3,28.97,28.97,0.0,No,No,Male,Direct,7,INFRA,Chennai,34,Joined
566,2123270,Yes,6.0,30,E2,34.15,34.15,0.0,No,No,Male,Direct,5,INFRA,Noida,27,Joined
567,2123719,Yes,27.0,30,E1,45.83,45.83,0.0,No,No,Male,Employee Referral,3,CSMP,Noida,30,Joined
569,2124670,No,2.0,90,E1,42.86,42.86,0.0,No,No,Male,Direct,3,INFRA,Mumbai,26,Joined
571,2124900,No,21.189619305179946,30,E2,41.03,41.03,0.0,No,No,Male,Direct,5,ETS,Bangalore,34,Not Joined
572,2125000,No,1.0,0,E1,23.08,23.08,0.0,No,Yes,Male,Direct,2,INFRA,Noida,27,Joined
575,2125446,No,21.189619305179946,90,E1,41.83766269635767,18.52,-2.0789156941299427,No,No,Female,Employee Referral,6,ERS,Bangalore,29,Not Joined
576,2125506,Yes,21.189619305179946,60,E1,13.33,13.33,0.0,No,No,Male,Direct,8,CORP,Noida,36,Joined
579,2126303,Yes,0.0,30,E1,24.61,24.61,0.0,No,No,Male,Direct,3,CSMP,Noida,26,Joined
582,2126864,Yes,37.0,60,E1,41.83766269635767,62.5,-2.0789156941299427,No,No,Female,Direct,0,ETS,Noida,25,Not Joined
584,2127041,No,2.0,0,E2,44.12,43.38,-0.51,No,No,Male,Direct,6,CSMP,Bangalore,34,Joined
585,2127058,No,2.0,60,E1,41.83766269635767,37.77201584732044,-2.0789156941299427,No,Yes,Male,Direct,7,ETS,Noida,33,Joined
586,2127380,No,21.189619305179946,60,E2,33.33,30.67,-2.0,No,No,Female,Direct,8,ETS,Noida,32,Joined
587,2127782,No,17.0,30,E3,20.0,20.0,0.0,No,No,Male,Direct,10,ERS,Noida,36,Joined
589,2128323,No,21.189619305179946,0,E0,25.0,13.28,-9.38,No,No,Male,Direct,3,BSERV,Noida,23,Joined
591,2128387,Yes,21.189619305179946,0,E0,40.0,25.0,-10.71,No,No,Male,Direct,3,BSERV,Noida,32,Joined
593,2128714,Yes,41.0,45,E1,20.0,4.0,-13.33,No,Yes,Male,Direct,5,AXON,Others,33,Joined
594,2129373,Yes,21.189619305179946,30,E2,27.27,9.09,-14.29,Yes,No,Male,Direct,9,ERS,Chennai,35,Not Joined
595,2129464,Yes,9.0,30,E1,46.51,46.51,0.0,No,No,Male,Direct,2,Healthcare,Chennai,30,Not Joined
596,2129471,No,21.189619305179946,45,E1,25.0,14.58,-8.33,No,No,Male,Direct,6,BFSI,Bangalore,30,Not Joined
597,2129601,Yes,1.0,30,E1,25.0,25.0,0.0,No,No,Male,Direct,4,ETS,Chennai,28,Joined
598,2130101,No,4.0,60,E1,66.67,70.51,2.31,Yes,No,Male,Direct,4,ETS,Bangalore,30,Joined
601,2130839,No,1.0,30,E2,44.93,44.93,0.0,No,No,Male,Direct,6,INFRA,Noida,28,Not Joined
602,2130922,Yes,53.0,60,E1,50.0,50.0,0.0,No,No,Female,Direct,6,ETS,Chennai,26,Not Joined
603,2131204,No,1.0,30,E2,29.24,29.24,0.0,No,No,Male,Employee Referral,7,INFRA,Noida,32,Joined
604,2131246,No,1.0,0,E1,20.0,20.0,0.0,No,No,Male,Employee Referral,2,INFRA,Noida,25,Joined
606,2131616,No,1.0,0,E2,54.76,54.76,0.0,No,Yes,Male,Employee Referral,6,INFRA,Noida,31,Joined
607,2131676,No,18.0,30,E1,30.53,30.53,0.0,No,No,Male,Direct,4,ERS,Chennai,26,Joined
608,2131733,Yes,6.0,60,E2,25.0,2.5,-18.0,No,No,Male,Employee Referral,7,EAS,Gurgaon,29,Joined
609,2131968,No,12.0,30,E1,32.65,32.65,0.0,No,No,Female,Employee Referral,4,ETS,Noida,27,Joined
612,2133494,No,21.189619305179946,75,E1,41.83766269635767,37.77201584732044,-2.0789156941299427,No,No,Male,Direct,4,ERS,Chennai,29,Not Joined
613,2133665,No,0.0,0,E2,77.78,77.78,0.0,No,Yes,Male,Direct,3,INFRA,Bangalore,26,Joined
614,2133747,No,2.0,0,E1,50.0,37.5,-8.33,No,No,Male,Agency,2,INFRA,Noida,27,Joined
615,2133758,Yes,2.0,30,E2,42.86,20.0,-16.0,No,No,Male,Direct,4,INFRA,Noida,31,Joined
617,2134381,No,0.0,0,E2,42.86,19.85,-16.11,Yes,No,Male,Employee Referral,5,INFRA,Chennai,31,Not Joined
618,2134714,No,21.189619305179946,0,E2,18.13,18.13,0.0,No,No,Male,Employee Referral,4,INFRA,Chennai,38,Not Joined
619,2134817,Yes,28.0,45,E2,21.93,21.93,0.0,No,Yes,Male,Direct,4,INFRA,Noida,26,Joined
620,2134959,Yes,3.0,0,E1,45.83,41.67,-2.86,No,No,Female,Employee Referral,2,ERS,Noida,30,Joined
621,2135701,Yes,21.189619305179946,60,E2,38.97,38.97,0.0,No,No,Male,Employee Referral,2,INFRA,Noida,27,Not Joined
622,2136278,No,16.0,60,E2,85.19,51.52,-18.18,No,No,Male,Employee Referral,4,INFRA,Hyderabad,25,Joined
623,2136315,No,3.0,30,E1,18.18,16.36,-1.54,No,No,Female,Employee Referral,3,CSMP,Noida,26,Joined
624,2136567,No,31.0,30,E1,25.0,25.0,0.0,No,No,Male,Direct,4,BFSI,Bangalore,27,Joined
626,2136919,No,0.0,60,E2,41.83766269635767,37.77201584732044,-2.0789156941299427,No,No,Male,Direct,9,ERS,Chennai,34,Not Joined
627,2136936,Yes,21.189619305179946,45,E1,27.78,27.78,0.0,No,No,Female,Employee Referral,4,ERS,Gurgaon,29,Joined
628,2136958,No,17.0,75,E2,19.4,11.94,-6.25,No,No,Male,Direct,7,EAS,Chennai,34,Not Joined
632,2138471,No,27.0,30,E1,32.44,32.44,0.0,No,No,Female,Employee Referral,3,BFSI,Chennai,27,Joined
633,2138821,Yes,21.189619305179946,60,E2,59.09,51.52,-4.76,No,No,Male,Direct,5,EAS,Bangalore,29,Not Joined
634,2138841,Yes,32.0,45,E2,35.85,50.2,10.57,No,No,Male,Direct,5,INFRA,Hyderabad,27,Joined
635,2138868,No,21.189619305179946,90,E2,17.65,16.18,-1.25,No,No,Male,Employee Referral,6,INFRA,Noida,27,Not Joined
637,2140585,No,23.0,45,E1,37.5,45.0,5.45,No,No,Male,Direct,3,ETS,Noida,29,Joined
638,2140793,Yes,2.0,30,E1,23.08,15.38,-6.25,No,No,Male,Direct,5,CSMP,Noida,30,Not Joined
639,2143355,No,0.0,30,E1,50.0,50.0,0.0,No,Yes,Male,Direct,4,ERS,Chennai,27,Joined
641,2143666,No,0.0,60,E1,71.05,37.77201584732044,-2.0789156941299427,No,No,Female,Direct,5,BFSI,Bangalore,28,Not Joined
642,2143686,No,3.0,30,E1,30.0,35.42,4.17,No,No,Male,Direct,5,BFSI,Bangalore,33,Joined
643,2143765,Yes,41.0,90,E1,10.77,10.77,0.0,No,No,Male,Employee Referral,5,BFSI,Chennai,29,Joined
645,2144272,No,2.0,0,E3,17.75,17.75,0.0,No,Yes,Male,Direct,8,INFRA,Bangalore,36,Joined
647,2144505,Yes,49.0,60,E2,41.83766269635767,42.86,-2.0789156941299427,No,No,Male,Employee Referral,5,INFRA,Bangalore,30,Not Joined
648,2144825,Yes,37.0,45,E1,39.24,39.24,0.0,No,No,Female,Direct,3,AXON,Bangalore,27,Joined
649,2145173,Yes,42.0,60,E2,71.43,57.14,-8.33,No,No,Male,Direct,5,ETS,Noida,27,Joined
656,2147122,Yes,12.0,30,E1,42.86,42.86,0.0,No,Yes,Male,Direct,1,ERS,Chennai,23,Joined
657,2147297,No,10.0,30,E2,26.32,15.79,-8.33,Yes,Yes,Male,Employee Referral,6,ERS,Bangalore,32,Joined
658,2147302,No,5.0,45,E2,44.0,50.8,4.72,No,No,Male,Employee Referral,2,INFRA,Noida,24,Joined
659,2147577,Yes,3.0,75,E3,33.69,33.69,0.0,No,Yes,Male,Employee Referral,8,INFRA,Noida,31,Joined
660,2147590,No,1.0,45,E2,66.67,60.0,-4.0,No,No,Male,Direct,7,INFRA,Noida,28,Joined
661,2147859,No,4.0,45,E1,35.87,35.87,0.0,No,No,Female,Direct,6,ERS,Bangalore,31,Not Joined
662,2147964,Yes,50.0,30,E1,40.0,30.0,-7.14,No,No,Male,Direct,4,CSMP,Noida,32,Joined
663,2148210,Yes,15.0,30,E2,21.15,21.15,0.0,No,No,Male,Direct,6,ERS,Chennai,33,Joined
664,2148220,Yes,21.189619305179946,45,E2,25.0,25.0,0.0,No,Yes,Male,Employee Referral,5,INFRA,Noida,31,Joined
665,2148332,No,5.0,30,E3,42.86,26.98,-11.11,No,Yes,Male,Employee Referral,6,INFRA,Noida,32,Joined
666,2148336,No,0.0,0,E2,37.59,37.59,0.0,No,No,Male,Direct,4,INFRA,Chennai,31,Joined
670,2148752,No,1.0,0,E3,33.33,28.31,-3.77,No,No,Male,Direct,8,INFRA,Noida,34,Joined
671,2148836,Yes,27.0,30,E3,77.78,77.78,0.0,No,Yes,Male,Direct,5,INFRA,Chennai,31,Joined
673,2149106,No,0.0,0,E1,46.67,60.0,9.09,No,No,Male,Employee Referral,2,INFRA,Noida,30,Joined
674,2149123,No,0.0,0,E1,66.67,44.0,-13.6,No,No,Male,Employee Referral,2,INFRA,Noida,25,Joined
675,2149314,No,21.189619305179946,30,E2,34.38,28.13,-4.65,No,No,Male,Direct,5,INFRA,Noida,28,Not Joined
676,2149651,No,27.0,30,E2,44.44,44.44,0.0,No,Yes,Male,Direct,5,INFRA,Noida,36,Joined
677,2149658,No,20.0,60,E3,63.64,50.0,-8.33,No,No,Male,Employee Referral,5,INFRA,Noida,25,Joined
679,2149768,No,0.0,0,E2,33.61,33.61,0.0,No,No,Male,Employee Referral,3,INFRA,Noida,26,Joined
680,2149945,Yes,1.0,0,E2,40.0,50.0,7.14,No,Yes,Female,Direct,8,ERS,Noida,34,Joined
681,2150099,Yes,16.0,30,E3,19.88,19.88,0.0,No,No,Male,Direct,7,INFRA,Noida,31,Joined
682,2150343,No,21.189619305179946,45,E2,25.7,25.7,0.0,No,No,Male,Employee Referral,6,INFRA,Chennai,32,Not Joined
683,2150593,No,21.189619305179946,30,E4,42.86,42.86,0.0,No,No,Male,Direct,8,INFRA,Hyderabad,31,Joined
684,2150617,No,21.189619305179946,30,E1,75.0,62.5,-7.14,No,No,Male,Employee Referral,3,EAS,Noida,27,Not Joined
685,2150660,Yes,38.0,60,E3,24.55,24.55,0.0,No,Yes,Male,Direct,8,INFRA,Bangalore,33,Joined
686,2150789,No,1.0,0,E2,58.33,58.33,0.0,No,Yes,Male,Direct,5,INFRA,Noida,25,Joined
688,2151025,Yes,31.0,45,E1,62.79,51.16,-7.14,No,No,Male,Employee Referral,4,CSMP,Noida,27,Joined
689,2151039,Yes,4.0,30,E1,70.07,51.36,-11.0,No,Yes,Female,Direct,2,ERS,Chennai,26,Joined
693,2151611,Yes,49.0,60,E2,44.44,33.33,-7.69,No,No,Female,Direct,7,ERS,Bangalore,30,Joined
694,2152130,Yes,6.0,0,E2,48.39,48.39,0.0,No,Yes,Male,Employee Referral,3,INFRA,Noida,29,Joined
696,2152453,Yes,14.0,60,E2,5.88,1.18,-4.44,No,Yes,Male,Direct,4,INFRA,Noida,32,Joined
697,2152543,Yes,3.0,0,E2,55.56,36.11,-12.5,No,Yes,Male,Direct,7,ERS,Bangalore,35,Joined
698,2152579,No,1.0,60,E2,30.25,30.25,0.0,No,No,Male,Direct,3,INFRA,Chennai,26,Joined
699,2152755,Yes,21.189619305179946,60,E2,43.07,43.07,0.0,No,No,Male,Direct,5,INFRA,Noida,27,Not Joined
700,2152769,Yes,5.0,30,E1,31.82,9.09,-17.24,No,No,Male,Employee Referral,1,INFRA,Noida,23,Not Joined
701,2153074,No,21.189619305179946,30,E1,57.89,28.42,-18.67,No,No,Male,Direct,7,ERS,Chennai,33,Not Joined
702,2153190,Yes,13.0,60,E2,52.78,38.89,-9.09,No,No,Male,Direct,3,INFRA,Chennai,28,Joined
704,2153437,Yes,21.189619305179946,30,E1,12.22,12.22,0.0,No,No,Male,Direct,3,CSMP,Noida,25,Not Joined
705,2154215,No,21.189619305179946,60,E1,18.18,18.18,0.0,No,No,Male,Direct,6,BFSI,Chennai,29,Not Joined
707,2154545,No,34.0,45,E1,57.14,71.43,9.09,No,No,Male,Direct,5,ERS,Chennai,31,Joined
708,2154726,Yes,13.0,30,E2,50.0,37.5,-8.33,No,Yes,Male,Direct,4,INFRA,Chennai,28,Joined
710,2154907,No,3.0,0,E0,42.86,42.86,0.0,No,No,Male,Direct,0,CSMP,Noida,24,Joined
711,2154909,No,4.0,0,E0,42.86,42.86,0.0,No,No,Male,Direct,0,CSMP,Noida,23,Joined
712,2154912,No,4.0,0,E0,42.86,42.86,0.0,No,No,Male,Direct,0,CSMP,Noida,25,Joined
713,2154921,No,4.0,0,E0,42.86,42.86,0.0,No,No,Male,Direct,0,CSMP,Noida,23,Joined
714,2154979,No,0.0,0,E3,28.17,28.17,0.0,No,No,Male,Direct,7,INFRA,Bangalore,39,Joined
717,2155155,Yes,18.0,45,E1,33.33,28.89,-3.33,No,No,Male,Agency,4,ERS,Noida,27,Joined
718,2155289,No,19.0,60,E2,32.4,32.4,0.0,No,No,Male,Direct,6,INFRA,Noida,30,Not Joined
719,2155393,Yes,30.0,60,E2,28.21,28.21,0.0,Yes,No,Male,Direct,7,ETS,Chennai,29,Joined
720,2155686,Yes,2.0,60,E2,42.58,42.58,0.0,No,No,Male,Direct,5,INFRA,Noida,28,Joined
722,2155777,No,1.0,0,E2,80.0,60.0,-11.11,No,Yes,Male,Direct,4,INFRA,Noida,33,Joined
723,2155870,No,4.0,30,E2,15.56,15.56,0.0,No,Yes,Male,Employee Referral,7,INFRA,Noida,40,Joined
724,2155879,No,21.189619305179946,0,E2,33.84,33.84,0.0,No,No,Male,Direct,4,INFRA,Chennai,28,Joined
725,2156090,No,11.0,30,E1,53.85,34.62,-12.5,No,Yes,Male,Direct,3,ERS,Chennai,26,Joined
726,2156303,Yes,21.189619305179946,60,E2,37.5,50.0,9.09,No,Yes,Female,Employee Referral,4,INFRA,Chennai,29,Joined
732,2156826,Yes,15.0,30,E2,74.39,74.39,0.0,No,No,Male,Employee Referral,4,INFRA,Noida,27,Joined
734,2156877,No,18.0,30,E2,18.18,18.18,0.0,No,No,Female,Employee Referral,6,BFSI,Bangalore,29,Joined
735,2157107,Yes,44.0,60,E2,42.86,35.71,-5.0,No,No,Male,Employee Referral,5,INFRA,Noida,33,Joined
739,2158209,Yes,34.0,30,E1,62.5,57.5,-3.08,No,Yes,Male,Employee Referral,4,ETS,Noida,26,Joined
740,2158413,No,4.0,0,E2,36.18,36.18,0.0,No,Yes,Male,Direct,5,INFRA,Noida,26,Joined
741,2158550,No,21.189619305179946,90,E3,27.27,36.36,7.14,No,No,Male,Direct,8,INFRA,Noida,32,Not Joined
743,2158843,No,0.0,90,E2,32.74,37.17,3.33,No,No,Male,Employee Referral,5,INFRA,Noida,41,Joined
745,2159450,Yes,48.0,90,E1,42.86,54.76,8.33,No,No,Male,Agency,4,CSMP,Noida,28,Not Joined
746,2159464,No,3.0,30,E1,41.83766269635767,37.77201584732044,-2.0789156941299427,No,Yes,Female,Direct,4,ETS,Chennai,31,Joined
748,2159833,No,3.0,30,E2,42.86,42.86,0.0,No,Yes,Male,Employee Referral,6,INFRA,Noida,32,Joined
749,2159838,No,0.0,0,E2,41.79,37.74,-2.86,No,No,Male,Direct,5,INFRA,Chennai,31,Joined
750,2160044,No,0.0,0,E2,17.78,14.31,-2.94,Yes,No,Male,Agency,9,INFRA,Gurgaon,38,Joined
751,2160046,Yes,37.0,60,E2,47.06,37.25,-6.67,No,No,Male,Direct,6,INFRA,Noida,30,Not Joined
752,2160082,No,7.0,60,E2,34.0,30.0,-2.99,No,No,Male,Direct,4,INFRA,Noida,28,Not Joined
753,2160132,No,2.0,0,E1,50.0,25.0,-16.67,No,No,Female,Employee Referral,2,INFRA,Chennai,24,Joined
754,2160319,No,2.0,45,E2,24.51,24.51,0.0,No,Yes,Male,Direct,10,INFRA,Noida,36,Joined
755,2160352,No,2.0,60,E2,41.3,41.3,0.0,No,No,Male,Direct,7,INFRA,Noida,37,Joined
756,2160436,No,21.189619305179946,45,E2,20.94,23.93,2.47,No,No,Male,Direct,8,ETS,Bangalore,30,Not Joined
759,2160571,Yes,21.189619305179946,60,E4,30.23,30.23,0.0,No,No,Male,Direct,6,INFRA,Noida,36,Joined
760,2160605,No,15.0,30,E3,8.33,8.33,0.0,No,No,Male,Employee Referral,8,INFRA,Noida,32,Not Joined
761,2160861,Yes,6.0,30,E1,7.69,7.69,0.0,No,No,Female,Employee Referral,5,CSMP,Gurgaon,30,Joined
762,2160947,No,55.0,75,E3,30.28,30.28,0.0,No,Yes,Male,Employee Referral,8,INFRA,Noida,35,Joined
763,2161281,No,1.0,30,E2,42.86,42.86,0.0,No,Yes,Male,Direct,4,INFRA,Noida,30,Joined
766,2161845,No,0.0,0,E2,47.53,47.53,0.0,No,Yes,Male,Direct,2,INFRA,Noida,31,Joined
767,2162269,No,1.0,30,E2,30.95,30.95,0.0,No,No,Male,Direct,3,INFRA,Noida,25,Joined
768,2162503,Yes,1.0,30,E1,13.64,9.09,-4.0,No,No,Male,Employee Referral,3,AXON,Noida,29,Joined
769,2162522,No,21.189619305179946,90,E2,7.69,-3.9,-10.77,No,No,Male,Direct,3,INFRA,Noida,26,Not Joined
772,2163175,Yes,13.0,30,E1,16.67,15.0,-1.43,No,No,Male,Direct,5,AXON,Chennai,28,Joined
773,2163284,No,0.0,0,E2,0.0,0.0,0.0,No,No,Male,Employee Referral,6,INFRA,Noida,34,Joined
775,2163421,Yes,21.189619305179946,0,E0,2.94,6.62,3.57,No,No,Male,Direct,6,BSERV,Noida,31,Joined
779,2163723,Yes,22.0,45,E2,42.86,42.86,0.0,No,No,Male,Employee Referral,7,INFRA,Noida,29,Joined
780,2163865,Yes,1.0,60,E1,41.83766269635767,37.77201584732044,-2.0789156941299427,No,Yes,Female,Direct,3,INFRA,Noida,28,Joined
781,2164010,No,14.0,45,E1,75.76,51.52,-13.79,No,No,Male,Direct,3,ERS,Chennai,26,Joined
782,2164034,Yes,0.0,45,E2,41.83766269635767,37.77201584732044,-2.0789156941299427,No,Yes,Male,Direct,6,INFRA,Chennai,29,Joined
783,2164148,Yes,21.189619305179946,0,E1,27.27,18.18,-7.14,No,Yes,Male,Direct,5,AXON,Chennai,35,Joined
784,2164318,Yes,16.0,30,E1,28.0,20.0,-6.25,No,Yes,Male,Direct,3,INFRA,Noida,26,Joined
785,2164359,Yes,28.0,45,E1,13.05,13.05,0.0,No,No,Female,Employee Referral,1,INFRA,Noida,25,Joined
786,2164737,No,2.0,0,E1,54.76,30.95,-15.38,No,No,Male,Direct,4,BFSI,Bangalore,28,Joined
787,2164746,No,1.0,0,E1,61.29,39.78,-13.33,No,No,Male,Direct,3,BFSI,Bangalore,24,Joined
789,2164942,No,21.189619305179946,30,E1,33.33,19.05,-10.71,No,No,Male,Direct,3,INFRA,Mumbai,28,Not Joined
790,2165168,No,2.0,0,E2,15.44,15.44,0.0,No,Yes,Male,Direct,4,INFRA,Noida,28,Joined
791,2165190,No,5.0,0,E2,33.33,40.0,5.0,No,No,Male,Direct,7,INFRA,Chennai,29,Not Joined
792,2165199,No,1.0,30,E1,66.67,55.56,-6.67,No,No,Male,Employee Referral,3,CSMP,Noida,28,Joined
793,2165286,Yes,14.0,30,E1,55.56,46.67,-5.71,No,No,Male,Direct,5,ERS,Chennai,30,Joined
795,2165812,No,51.0,90,E1,20.31,20.31,0.0,No,No,Male,Employee Referral,5,BFSI,Bangalore,31,Not Joined
796,2166010,Yes,2.0,75,E3,-0.09,11.24,11.34,No,No,Male,Direct,8,INFRA,Noida,36,Not Joined
798,2166233,No,21.189619305179946,30,E1,20.0,20.0,0.0,No,No,Female,Employee Referral,2,CORP,Noida,28,Joined
800,2166402,Yes,21.189619305179946,30,E2,46.67,33.33,-9.09,No,No,Male,Direct,6,EAS,Chennai,29,Not Joined
801,2166479,No,21.189619305179946,45,E1,22.22,16.67,-4.55,No,Yes,Male,Direct,4,ERS,Noida,28,Joined
802,2166511,No,3.0,0,E3,28.21,41.03,10.0,No,Yes,Male,Direct,6,INFRA,Noida,30,Joined
804,2166822,No,16.0,30,E1,0.0,0.0,0.0,No,No,Male,Employee Referral,2,INFRA,Noida,25,Joined
805,2167220,No,6.0,30,E1,3.33,-8.33,-11.29,No,No,Female,Agency,2,INFRA,Noida,24,Joined
806,2167532,Yes,21.189619305179946,45,E2,41.83766269635767,70.56,-2.0789156941299427,No,No,Male,Direct,3,INFRA,Bangalore,27,Not Joined
807,2167555,No,1.0,0,E2,52.19,52.19,0.0,No,Yes,Male,Direct,3,INFRA,Noida,28,Joined
809,2167973,Yes,4.0,30,E1,63.27,42.86,-12.5,No,No,Female,Employee Referral,4,AXON,Noida,29,Not Joined
810,2168103,Yes,21.189619305179946,90,E1,70.98,48.18,-13.33,No,No,Male,Employee Referral,4,CSMP,Bangalore,29,Not Joined
811,2168323,Yes,36.0,45,E2,50.0,40.0,-6.67,No,Yes,Male,Employee Referral,3,INFRA,Noida,32,Joined
813,2168583,Yes,0.0,0,E2,45.16,45.16,0.0,No,Yes,Male,Direct,6,CSMP,Noida,33,Joined
814,2168773,No,27.0,30,E2,15.0,0.0,-13.04,No,Yes,Male,Agency,10,AXON,Noida,36,Joined
815,2169589,Yes,1.0,30,E2,66.67,66.67,0.0,No,No,Male,Direct,3,INFRA,Noida,30,Joined
816,2169623,No,6.0,60,E1,47.73,31.82,-10.77,No,No,Male,Agency,3,ERS,Chennai,25,Not Joined
818,2169842,No,11.0,30,E1,23.08,20.0,-2.5,No,No,Male,Direct,4,AXON,Bangalore,34,Joined
822,2170209,No,1.0,0,E2,27.78,18.89,-6.96,No,Yes,Male,Direct,7,INFRA,Chennai,34,Joined
823,2170273,Yes,50.0,30,E1,25.0,13.64,-9.09,No,No,Male,Employee Referral,3,BFSI,Bangalore,26,Joined
824,2170291,No,21.189619305179946,0,E2,41.83766269635767,37.77201584732044,-2.0789156941299427,No,Yes,Male,Employee Referral,7,INFRA,Chennai,35,Joined
825,2170379,Yes,40.0,90,E2,30.78,30.78,0.0,No,No,Male,Direct,8,INFRA,Chennai,31,Joined
826,2170460,No,8.0,30,E1,42.86,19.05,-16.67,No,No,Male,Employee Referral,5,CSMP,Noida,33,Joined
829,2170698,No,21.189619305179946,30,E1,22.92,22.92,0.0,No,No,Male,Direct,6,CORP,Noida,35,Joined
830,2170735,No,0.0,30,E1,35.09,45.61,7.79,No,No,Male,Employee Referral,4,AXON,Noida,31,Not Joined
831,2170797,Yes,21.189619305179946,0,E2,0.0,0.0,0.0,No,No,Male,Direct,7,CORP,Noida,32,Joined
832,2170827,No,21.189619305179946,30,E1,57.89,36.84,-13.33,No,No,Male,Direct,2,ERS,Chennai,25,Not Joined
833,2171021,Yes,23.0,30,E2,29.03,29.03,0.0,No,Yes,Male,Direct,5,INFRA,Noida,30,Joined
835,2171108,No,0.0,90,E3,23.53,35.29,9.52,No,No,Male,Employee Referral,5,INFRA,Noida,28,Joined
836,2171315,No,10.0,30,E2,42.86,57.14,10.0,No,No,Male,Direct,6,INFRA,Noida,32,Joined
837,2171367,Yes,6.0,30,E1,33.33,28.89,-3.33,No,No,Male,Direct,3,ERS,Noida,25,Joined
838,2171413,No,21.189619305179946,90,E4,9.09,0.0,-8.33,No,No,Male,Employee Referral,7,INFRA,Noida,33,Joined
839,2171465,Yes,11.0,60,E1,76.47,76.47,0.0,No,No,Male,Direct,3,ERS,Chennai,25,Not Joined
840,2171479,No,21.189619305179946,75,E1,22.22,0.0,-18.18,No,No,Male,Direct,2,ERS,Noida,29,Not Joined
842,2171677,No,6.0,0,E2,38.46,31.08,-5.33,No,Yes,Male,Direct,10,ERS,Chennai,33,Joined
843,2171814,No,1.0,0,E3,22.73,36.36,11.11,No,Yes,Male,Direct,8,INFRA,Noida,33,Joined
844,2172103,No,7.0,30,E1,3.95,3.95,0.0,No,Yes,Male,Direct,1,INFRA,Noida,23,Joined
845,2172167,No,55.0,75,E2,11.11,11.11,0.0,No,No,Male,Employee Referral,7,ETS,Chennai,33,Joined
846,2172847,No,43.0,75,E2,12.5,7.5,-4.44,No,No,Male,Employee Referral,6,ERS,Chennai,30,Not Joined
848,2172971,Yes,6.0,30,E1,15.38,13.46,-1.67,No,No,Female,Employee Referral,3,CSMP,Noida,27,Joined
